work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP761/2026-2027/221184,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,362 days,> 323 days,Sanction required 362 days from recommendation date (P95 threshold).
WS/MP761/2026-2027/221184,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 268220.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹268,220.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18393/2025-2026/163816,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,379 days,> 323 days,Sanction required 379 days from recommendation date (P95 threshold).
WS/MP765/2025-2026/232924,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1027343.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,027,343.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18189/2025-2026/230689,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 497684.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹497,684.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18188/2025-2026/184509,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 113825.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹113,825.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18389/2025-2026/208790,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 198649.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹198,649.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18189/2025-2026/182905,FIN_CERTIFIED_ZERO_DISB,financial_integrity,Moderate,35,"Exp: ₹0, Disb: ₹0",Status == Completed AND total_expenditure == 0 AND amount_disbursed == 0,"Project is certified as 'Work Completed', but ₹0 expenditure transactions and ₹0 master disbursement are recorded."
WS/MP18189/2025-2026/182905,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 0.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Work is certified completed, but master amount_disbursed is null/unpopulated."
WS/MP18190/2026-2027/212749,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,327 days,> 323 days,Sanction required 327 days from recommendation date (P95 threshold).
WS/MP18190/2026-2027/212749,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 174367.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹174,367.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18338/2025-2026/157821,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,449 days,> 445 days since last expenditure,No expenditure transactions recorded for 449 days (P90 delay threshold) on an uncompleted project.
WS/MP761/2026-2027/171646,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,444 days,> 323 days,Sanction required 444 days from recommendation date (P95 threshold).
WS/MP18189/2026-2027/242610,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499498.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,498.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18194/2026-2027/236865,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 100000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹100,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18193/2025-2026/208452,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 615851.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹615,851.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18338/2026-2027/267794,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹179,971.00) while project status remains officially in 'Vendor Identification'."
WS/MP18338/2026-2027/267794,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18338/2026-2027/267794,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 179971.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹179,971.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18193/2026-2027/188610,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,98.7% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"98.7% of sanctioned budget is represented by expenditure transactions (₹296,196.00) while project status remains officially in 'Vendor Identification'."
WS/MP18193/2026-2027/188610,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,380 days,> 323 days,Sanction required 380 days from recommendation date (P95 threshold).
WS/MP18193/2026-2027/188610,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 98.7%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18193/2026-2027/188610,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 296196.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹296,196.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18194/2025-2026/224180,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,98.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"98.0% of sanctioned budget is represented by expenditure transactions (₹195,906.00) while project status remains officially in 'Vendor Identification'."
WS/MP18194/2025-2026/224180,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 98.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18194/2025-2026/224180,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 195906.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹195,906.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18386/2026-2027/271221,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499670.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,670.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18187/2025-2026/219989,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499638.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,638.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP770/2026-2027/240654,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 199883.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹199,883.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18190/2025-2026/192021,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹307,259.00) while project status remains officially in 'Vendor Identification'."
WS/MP18190/2025-2026/192021,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18190/2025-2026/192021,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 307259.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹307,259.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18388/2025-2026/188561,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹149,999.00) while project status remains officially in 'Vendor Identification'."
WS/MP18388/2025-2026/188561,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18388/2025-2026/188561,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 149999.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹149,999.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18393/2025-2026/182181,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,349 days,> 323 days,Sanction required 349 days from recommendation date (P95 threshold).
WS/MP761/2026-2027/221186,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,358 days,> 323 days,Sanction required 358 days from recommendation date (P95 threshold).
WS/MP761/2026-2027/221186,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 268220.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹268,220.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18388/2026-2027/182834,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,532 days,> 323 days,Sanction required 532 days from recommendation date (P95 threshold).
WS/MP18190/2025-2026/162248,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,327 days,> 323 days,Sanction required 327 days from recommendation date (P95 threshold).
WS/MP18191/2025-2026/262214,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249241.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,241.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18393/2025-2026/140466,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,371 days,> 323 days,Sanction required 371 days from recommendation date (P95 threshold).
WS/MP18187/2026-2027/219976,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,339 days,> 323 days,Sanction required 339 days from recommendation date (P95 threshold).
WS/MP18187/2026-2027/219976,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 456600.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹456,600.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP770/2025-2026/181671,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 199409.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹199,409.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18192/2025-2026/196895,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 9968364.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹9,968,364.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18338/2026-2027/267792,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 179971.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹179,971.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18189/2025-2026/184336,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,97.6% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"97.6% of sanctioned budget is represented by expenditure transactions (₹292,815.00) while project status remains officially in 'Vendor Identification'."
WS/MP18189/2025-2026/184336,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 97.6%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18189/2025-2026/184336,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 292815.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹292,815.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18192/2025-2026/232872,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 476907.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹476,907.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP770/2026-2027/232544,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,93.4% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"93.4% of sanctioned budget is represented by expenditure transactions (₹466,966.00) while project status remains officially in 'Vendor Identification'."
WS/MP770/2026-2027/232544,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 93.4%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP770/2026-2027/232544,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 466966.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹466,966.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18193/2025-2026/250171,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 307074.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹307,074.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP770/2026-2027/195091,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,492 days,> 323 days,Sanction required 492 days from recommendation date (P95 threshold).
WS/MP761/2026-2027/224234,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 143565.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹143,565.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18187/2025-2026/189882,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.6% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.6% of sanctioned budget is represented by expenditure transactions (₹149,329.00) while project status remains officially in 'Vendor Identification'."
WS/MP18187/2025-2026/189882,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.6%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18187/2025-2026/189882,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 149329.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹149,329.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18338/2025-2026/258042,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP765/2025-2026/232980,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹200,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP765/2025-2026/232980,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP765/2025-2026/232980,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18187/2026-2027/189772,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,375 days,> 323 days,Sanction required 375 days from recommendation date (P95 threshold).
WS/MP18188/2025-2026/258866,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 497884.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹497,884.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP762/2026-2027/280169,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹103,387.00) while project status remains officially in 'Vendor Identification'."
WS/MP762/2026-2027/280169,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP762/2026-2027/280169,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 103387.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹103,387.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18188/2025-2026/159484,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 125000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹125,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2025-2026/206271,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 464802.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹464,802.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2026-2027/269591,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹881,417.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2026-2027/269591,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2026-2027/269591,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 881417.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹881,417.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/154203,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,4,>= 3 vendors,Expenditure is disbursed across 4 distinct contracting entities (P90 percentile).
WS/MP478/2025-2026/154203,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,387 days,> 323 days,Sanction required 387 days from recommendation date (P95 threshold).
WS/MP478/2025-2026/154203,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 99433.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹99,433.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/214989,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,90.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"90.0% of sanctioned budget is represented by expenditure transactions (₹471,553.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2025-2026/214989,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 90.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2025-2026/214989,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 471553.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹471,553.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18414/2026-2027/266806,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 250000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹250,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/205428,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1103860.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,103,860.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2026-2027/269915,TX_SLICING_HIGH,transaction_pattern,Moderate,20,13,>= 6 transactions,Expenditure is fragmented across 13 separate payment transactions (P95 percentile).
WS/MP477/2026-2027/269915,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,12,>= 8 vendors,Expenditure is disbursed across 12 distinct contracting entities for this work (top 1% percentile).
WS/MP477/2026-2027/269915,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.7% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.7% of sanctioned budget is represented by expenditure transactions (₹99,654.00) while project status remains officially in 'Vendor Identification'."
WS/MP477/2026-2027/269915,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.7%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP477/2026-2027/269915,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 99654.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹99,654.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/180977,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,450 days,> 445 days since last expenditure,No expenditure transactions recorded for 450 days (P90 delay threshold) on an uncompleted project.
WS/MP478/2025-2026/180977,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249984.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,984.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/192505,TX_SLICING_HIGH,transaction_pattern,Moderate,20,10,>= 6 transactions,Expenditure is fragmented across 10 separate payment transactions (P95 percentile).
WS/MP021/2025-2026/192505,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,9,>= 8 vendors,Expenditure is disbursed across 9 distinct contracting entities for this work (top 1% percentile).
WS/MP021/2025-2026/192505,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,97.2% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"97.2% of sanctioned budget is represented by expenditure transactions (₹242,951.00) while project status remains officially in 'Vendor Identification'."
WS/MP021/2025-2026/192505,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 97.2%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP021/2025-2026/192505,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 242951.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹242,951.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/192505,DQ_MISSING_CORE_DESC,data_quality,Moderate,20,<BLANK>,work_description is null or blank,The statutory project description field is blank or unpopulated in the works register.
WS/MP18414/2026-2027/195838,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,424 days,> 323 days,Sanction required 424 days from recommendation date (P95 threshold).
WS/MP18414/2026-2027/195838,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 276190.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹276,190.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/210256,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,4,>= 3 vendors,Expenditure is disbursed across 4 distinct contracting entities (P90 percentile).
WS/MP18414/2026-2027/278686,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹200,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18414/2026-2027/278686,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18414/2026-2027/278686,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2025-2026/261062,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 199737.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹199,737.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/245527,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 322112.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹322,112.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18414/2026-2027/247595,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 997800.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹997,800.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/205427,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 753821.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹753,821.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2026-2027/258914,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 199980.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹199,980.00 disbursed, but master amount_disbursed is unpopulated."
